Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePriceLog,LotFrontageLog,LotAreaLog,1stFlrSFLog,GrLivAreaLog,2ndFlrDummy,3SsnPorchDummy,AlleyDummy,EnclosedPorchDummy,FireplaceDummy,LowQualFinDummy,OpenPorchDummy,PoolDummy,ScreenPorchDummy,PorchDummy,BsmtDummy,DeckDummy,YrBltAndRemod,TotalSF,Total_sqr_footage,Total_Bathrooms,Total_porch_sf,TotalSFLog,Total_sqr_footageLog,Total_porch_sfLog,TotalSFxOverallQual,GrLivAreaxOverallQual,BsmtFinSF1xOverallQual,LotAreaxOverallQual,TotalSFxLotArea
1256,50,RM,52.0,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,LwQ,425.0,Unf,0.0,459.0,884.0,GasA,TA,Y,FuseA,959,408,0,1367,0.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1978.0,Unf,1.0,560.0,TA,TA,Y,0,0,0,0,120,0,NA,NA,NA,0,11,2007,WD,Normal,127500.0,11.755871643580617,3.9512437185814275,8.738735461363474,6.8658910748834385,7.220373836723949,1,0,0,0,1,0,0,0,1,1,1,0,3881,2251.0,1792.0,1.0,120,2251.0,1792.0,120,13506.0,8202,2550.0,37440,14046240.0
1257,20,RL,91.0,14303,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1314.0,Unf,0.0,672.0,1986.0,GasA,Ex,Y,SBrkr,1987,0,0,1987,1.0,0.0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,1994.0,Fin,2.0,691.0,TA,TA,Y,262,36,0,0,0,0,NA,NA,NA,0,8,2008,WD,Normal,301500.0,12.616525295149378,4.51085950651685,9.5682245844549,7.594381242551817,7.594381242551817,0,0,0,0,1,0,1,0,0,1,1,1,3988,3973.0,3301.0,3.0,298,3973.0,3301.0,298,31784.0,15896,10512.0,114424,56825819.0
1258,30,RL,56.0,4060,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,8,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,864.0,864.0,GasA,Ex,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,2,1,TA,4,Typ,0,NA,NA,1941.0,NA,0.0,0.0,NA,NA,Y,0,96,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,99900.0,11.511924964636645,4.02535169073515,8.308938252595778,6.761572768804055,6.761572768804055,0,0,0,0,0,0,1,0,0,1,1,0,3872,1728.0,864.0,1.0,96,1728.0,864.0,96,8640.0,4320,0.0,20300,7015680.0
1259,80,RL,59.0,9587,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,655.0,Unf,0.0,201.0,856.0,GasA,Ex,Y,SBrkr,1166,0,0,1166,1.0,0.0,2,0,2,1,Gd,5,Typ,0,NA,Attchd,2005.0,Fin,2.0,400.0,TA,TA,Y,212,0,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,190000.0,12.154779351142624,4.07753744390572,9.168163293076997,7.061334366910438,7.061334366910438,0,0,0,0,0,0,0,0,0,0,1,1,4010,2022.0,1821.0,3.0,212,2022.0,1821.0,212,14154.0,8162,4585.0,67109,19384914.0
1260,20,RL,65.0,9750,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,602.0,LwQ,438.0,14.0,1054.0,GasA,Gd,Y,SBrkr,1054,0,0,1054,1.0,0.0,1,1,3,1,TA,6,Typ,0,NA,Attchd,1969.0,Unf,2.0,460.0,TA,TA,Y,180,0,0,0,80,0,NA,NA,NA,0,7,2008,WD,Normal,151000.0,11.925035115797062,4.174387269895637,9.185022563991893,6.960347729101308,6.960347729101308,0,0,0,0,0,0,0,0,1,1,1,1,3938,2108.0,2094.0,2.5,260,2108.0,2094.0,260,12648.0,6324,3612.0,58500,20553000.0
1261,60,RL,109.2852649622825,24682,Pave,NA,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,841.0,841.0,GasA,Ex,Y,SBrkr,892,783,0,1675,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1999.0,Fin,2.0,502.0,TA,TA,Y,0,103,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,181000.0,12.106252310247962,4.693961573306532,10.11382951201313,6.79346613258001,7.423568444259167,1,0,0,0,1,0,1,0,0,1,1,0,3998,2516.0,1675.0,2.5,103,2516.0,1675.0,103,15096.0,10050,0.0,148092,62099912.0
1262,20,RL,80.0,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,504.0,Unf,0.0,546.0,1050.0,GasA,Gd,Y,SBrkr,1050,0,0,1050,0.0,0.0,1,0,2,1,TA,5,Typ,0,NA,Attchd,1956.0,Unf,1.0,338.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,128900.0,11.766792188927278,4.382026634673881,9.169518377455928,6.956545443151569,6.956545443151569,0,0,0,0,0,0,0,0,0,0,1,0,3912,2100.0,1554.0,1.0,0,2100.0,1554.0,0,10500.0,5250,2520.0,48000,20160000.0
1263,50,RL,77.32408287568282,11250,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0.0,1104.0,1104.0,GasA,Ex,Y,FuseA,1104,684,0,1788,1.0,0.0,1,0,5,1,TA,8,Min2,2,TA,Attchd,1957.0,Unf,1.0,304.0,TA,TA,Y,120,0,0,0,0,0,NA,NA,NA,0,11,2009,WD,Normal,161500.0,11.992260421644849,4.348005457856538,9.328123407632566,7.00669522683704,7.488852955733459,1,0,0,0,1,0,0,0,0,0,1,1,3946,2892.0,1788.0,2.0,120,2892.0,1788.0,120,11568.0,7152,0.0,45000,32535000.0
1264,70,RL,60.0,13515,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,6,1919,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,764.0,764.0,GasA,Ex,Y,FuseA,1060,764,0,1824,0.0,0.0,1,0,3,1,TA,8,Typ,1,Gd,Detchd,1940.0,Unf,2.0,520.0,TA,TA,N,0,0,126,0,0,0,NA,GdPrv,NA,0,7,2007,WD,Normal,180500.0,12.103486056755072,4.0943445622221,9.511555458710548,6.966024187106113,7.508787170634276,1,0,1,1,1,0,0,0,0,1,1,0,3869,2588.0,1824.0,1.0,126,2588.0,1824.0,126,15528.0,10944,0.0,81090,34976820.0
1265,120,RH,34.0,4060,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,266.0,Unf,0.0,1139.0,1405.0,GasA,Ex,Y,SBrkr,1337,0,0,1337,1.0,0.0,2,0,2,1,Gd,5,Typ,0,NA,Attchd,1998.0,Fin,2.0,511.0,TA,TA,Y,144,68,0,0,0,0,NA,NA,NA,0,8,2008,COD,Abnorml,181000.0,12.106252310247962,3.5263605246161616,8.308938252595778,7.198183577101943,7.198183577101943,0,0,0,0,0,0,1,0,0,1,1,1,3997,2742.0,1603.0,3.0,212,2742.0,1603.0,212,16452.0,8022,1596.0,24360,11132520.0
1266,160,FV,35.0,3735,Pave,NA,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,Gd,TA,PConc,Gd,TA,No,GLQ,450.0,Unf,0.0,241.0,691.0,GasA,Ex,Y,SBrkr,713,739,0,1452,1.0,0.0,2,1,3,1,Gd,6,Typ,0,NA,Detchd,1999.0,Unf,2.0,506.0,TA,TA,Y,0,34,0,0,0,0,NA,NA,NA,0,3,2006,WD,Normal,183900.0,12.122147410592412,3.5553480614894135,8.225503097566918,6.569481420414296,7.280697195384741,1,0,0,0,0,0,1,0,0,1,1,0,3998,2143.0,1902.0,3.5,34,2143.0,1902.0,34,15001.0,10164,3150.0,26145,8004105.0
1267,190,RM,60.0,10120,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,4,1910,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,925.0,925.0,GasA,TA,N,FuseF,964,925,0,1889,0.0,0.0,1,1,4,2,TA,9,Typ,1,Gd,Detchd,1960.0,Unf,1.0,308.0,TA,TA,N,0,0,264,0,0,0,NA,MnPrv,NA,0,1,2007,WD,Normal,122000.0,11.711776323715394,4.0943445622221,9.222268942841456,6.871091294610546,7.543802867501509,1,0,0,1,1,0,0,0,0,1,1,0,3860,2814.0,1889.0,1.5,264,2814.0,1889.0,264,19698.0,13223,0.0,70840,28477680.0
1268,20,RL,89.0,13214,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,Stucco,CmentBd,None,0.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,2002.0,2002.0,GasA,Ex,Y,SBrkr,2018,0,0,2018,0.0,0.0,2,0,3,1,Ex,10,Typ,1,Gd,Attchd,2009.0,Fin,3.0,746.0,TA,TA,Y,144,76,0,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,378500.0,12.84397135185964,4.48863636973214,9.48903215258983,7.609862200913554,7.609862200913554,0,0,0,0,1,0,1,0,0,1,1,1,4017,4020.0,2018.0,2.0,220,4020.0,2018.0,220,36180.0,18162,0.0,118926,53120280.0
1269,50,RL,85.87601047667042,14100,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,CompShg,Stucco,Stucco,BrkFace,632.0,TA,Gd,CBlock,TA,TA,Mn,Rec,192.0,Unf,0.0,536.0,728.0,GasA,Ex,Y,SBrkr,1968,1479,0,3447,0.0,0.0,3,1,4,1,Gd,11,Typ,2,Gd,BuiltIn,1982.0,Unf,3.0,1014.0,TA,TA,Y,314,12,0,0,0,0,NA,GdWo,NA,0,5,2008,WD,Normal,381000.0,12.850554654108839,4.4529045173049635,9.55393007636626,7.584773077612199,8.145259566516865,1,0,0,0,1,0,1,0,0,1,1,1,3932,4175.0,3639.0,3.5,326,4175.0,3639.0,326,33400.0,27576,1536.0,112800,58867500.0
1270,50,RL,78.0,11344,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,BLQ,460.0,Unf,0.0,414.0,874.0,GasW,TA,Y,FuseA,874,650,0,1524,0.0,0.0,1,1,3,1,TA,7,Typ,0,NA,Attchd,1958.0,Unf,1.0,315.0,TA,TA,Y,0,0,0,0,0,0,NA,GdWo,NA,0,7,2007,WD,Normal,144000.0,11.877568578558138,4.356708826689592,9.336444248771908,6.773080375655535,7.329093736246592,1,0,0,0,0,0,0,0,0,0,1,0,3916,2398.0,1984.0,1.5,0,2398.0,1984.0,0,11990.0,7620,2300.0,56720,27202912.0
1271,40,RL,107.27863108712802,23595,Pave,NA,Reg,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,1979,Shed,WdShake,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1258.0,Unf,0.0,74.0,1332.0,GasA,TA,Y,SBrkr,1332,192,0,1524,2.0,0.0,0,1,0,1,Gd,4,Typ,1,TA,Attchd,1979.0,Fin,2.0,586.0,TA,TA,Y,268,0,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,260000.0,12.468436909997665,4.675429478704912,10.068790104160488,7.194436851100335,7.329093736246592,1,0,0,0,1,0,0,0,0,0,1,1,3958,2856.0,2782.0,2.5,268,2856.0,2782.0,268,19992.0,10668,8806.0,165165,67387320.0
1272,20,RL,69.93384203183683,9156,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,7,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1489.0,1489.0,GasA,Gd,Y,SBrkr,1489,0,0,1489,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,1968.0,RFn,2.0,462.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,8,2009,WD,Normal,185750.0,12.132156962580005,4.247549681316776,9.122164681072457,7.305860032684009,7.305860032684009,0,0,0,0,1,0,0,0,0,0,1,0,3936,2978.0,1489.0,2.0,0,2978.0,1489.0,0,17868.0,8934,0.0,54936,27266568.0
1273,20,RL,84.2655130484566,13526,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,TA,TA,CBlock,TA,TA,No,BLQ,560.0,LwQ,375.0,0.0,935.0,GasA,TA,Y,SBrkr,935,0,0,935,1.0,0.0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1965.0,Unf,1.0,288.0,TA,TA,Y,180,0,0,0,0,0,NA,MnPrv,NA,0,11,2006,WD,Normal,137000.0,11.827736204810263,4.433972683421365,9.512369038134885,6.840546529288687,6.840546529288687,0,0,0,0,0,0,0,0,0,0,1,1,3930,1870.0,1870.0,2.0,180,1870.0,1870.0,180,9350.0,4675,2800.0,67630,25293620.0
1274,80,RL,124.0,11512,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,719.0,Unf,0.0,300.0,1019.0,GasA,Gd,Y,SBrkr,1357,0,0,1357,1.0,0.0,1,0,2,1,Ex,5,Typ,1,Gd,Basment,1959.0,RFn,1.0,312.0,TA,TA,Y,0,0,0,0,163,0,NA,GdPrv,NA,0,5,2008,WD,Normal,177000.0,12.083905011555967,4.820281565605037,9.351145248567203,7.213031659834869,7.213031659834869,0,0,0,0,1,0,0,0,1,1,1,0,3965,2376.0,2076.0,2.0,163,2376.0,2076.0,163,14256.0,8142,4314.0,69072,27352512.0
1275,50,RL,53.0,5362,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,661.0,661.0,GasA,Ex,Y,SBrkr,661,589,0,1250,0.0,0.0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,1985.0,Unf,2.0,552.0,TA,TA,Y,242,0,81,0,0,0,NA,NA,NA,0,11,2007,WD,Normal,139000.0,11.842229212112828,3.970291913552122,8.587092318795905,6.493753839851686,7.1308988302963465,1,0,0,1,1,0,0,0,0,1,1,1,3913,1911.0,1250.0,2.0,323,1911.0,1250.0,323,9555.0,6250,0.0,26810,10246782.0
1276,90,RL,95.0,11345,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1948,1950,Gable,Roll,AsbShng,AsbShng,Stone,567.0,TA,TA,CBlock,TA,TA,No,Rec,220.0,Unf,0.0,708.0,928.0,GasA,Gd,Y,FuseA,928,992,0,1920,0.0,0.0,2,0,4,2,TA,10,Typ,0,NA,Detchd,1948.0,Unf,2.0,400.0,TA,Fa,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,137000.0,11.827736204810263,4.553876891600541,9.336532397213942,6.833031732786201,7.560080465021827,1,0,0,0,0,0,0,0,0,0,1,0,3898,2848.0,2140.0,2.0,0,2848.0,2140.0,0,14240.0,9600,1100.0,56725,32310560.0
1277,60,RL,82.55578168612777,12936,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,Gd,No,BLQ,593.0,Unf,0.0,130.0,723.0,GasA,TA,Y,SBrkr,735,660,0,1395,0.0,1.0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1972.0,Unf,2.0,497.0,TA,TA,Y,294,116,0,0,0,0,NA,NA,NA,0,12,2009,WD,Normal,162000.0,11.99535161421452,4.413474206509888,9.467769401256943,6.5998704992128365,7.240649694255466,1,0,0,0,1,0,1,0,0,1,1,1,3944,2118.0,1988.0,2.0,410,2118.0,1988.0,410,12708.0,8370,3558.0,77616,27398448.0
1278,80,RL,95.3867486926838,17871,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,1967,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,359.0,TA,TA,CBlock,Gd,TA,Av,ALQ,528.0,Unf,0.0,1152.0,1680.0,GasA,Fa,Y,SBrkr,1724,0,0,1724,1.0,0.0,1,1,3,1,TA,7,Typ,1,Gd,Attchd,1967.0,RFn,2.0,480.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,197900.0,12.195517131590657,4.5579396662139695,9.790934566296798,7.452402451223638,7.452402451223638,0,0,0,0,1,0,0,0,0,0,1,0,3943,3404.0,2252.0,2.5,0,3404.0,2252.0,0,20424.0,10344,3168.0,107226,60832884.0
1279,60,RL,75.0,9473,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,804.0,Unf,0.0,324.0,1128.0,GasA,Ex,Y,SBrkr,1128,903,0,2031,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2.0,577.0,TA,TA,Y,0,211,0,0,0,0,NA,NA,NA,0,3,2008,WD,Normal,237000.0,12.375815420117268,4.31748811353631,9.156200925875535,7.028201432058005,7.616283561580385,1,0,0,0,1,0,1,0,0,1,1,0,4004,3159.0,2835.0,3.5,211,3159.0,2835.0,211,25272.0,16248,6432.0,75784,29925207.0
1280,50,C (all),60.0,7500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,698.0,698.0,GasA,TA,Y,FuseA,698,430,0,1128,0.0,0.0,1,0,2,1,TA,6,Typ,0,NA,Detchd,1980.0,RFn,2.0,528.0,TA,TA,Y,30,0,164,0,0,0,NA,NA,NA,0,4,2010,COD,Abnorml,68400.0,11.133128103610641,4.0943445622221,8.922658299524402,6.548219102762372,7.028201432058005,1,0,0,1,0,0,0,0,0,1,1,1,3870,1826.0,1128.0,1.0,194,1826.0,1128.0,194,7304.0,4512,0.0,30000,13695000.0
1281,20,RL,67.0,9808,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,788.0,Unf,0.0,785.0,1573.0,GasA,Ex,Y,SBrkr,1573,0,0,1573,1.0,0.0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,2002.0,RFn,2.0,544.0,TA,TA,Y,0,72,0,0,0,0,NA,NA,NA,0,3,2009,WD,Normal,227000.0,12.332705296463539,4.204692619390966,9.190953658175992,7.360739903058278,7.360739903058278,0,0,0,0,0,0,1,0,0,1,1,0,4004,3146.0,2361.0,3.0,72,3146.0,2361.0,72,22022.0,11011,5516.0,68656,30855968.0
1282,20,RL,50.0,8049,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,54.0,TA,TA,CBlock,Gd,TA,No,ALQ,1053.0,Unf,0.0,256.0,1309.0,GasA,TA,Y,SBrkr,1339,0,0,1339,1.0,0.0,2,0,2,1,TA,6,Typ,1,TA,Attchd,1990.0,Fin,2.0,484.0,Gd,Gd,Y,0,58,0,0,90,0,NA,NA,NA,0,7,2006,WD,Normal,180000.0,12.100712129872347,3.912023005428146,8.993303139093733,7.199678345691172,7.199678345691172,0,0,0,0,1,0,1,0,1,1,1,0,3980,2648.0,2392.0,3.0,148,2648.0,2392.0,148,18536.0,9373,7371.0,56343,21313752.0
1283,20,RL,61.0,8800,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,532.0,Rec,144.0,364.0,1040.0,GasA,TA,Y,SBrkr,1040,0,0,1040,0.0,0.0,2,0,3,1,Gd,5,Typ,0,NA,Detchd,1977.0,Unf,2.0,484.0,TA,TA,Y,0,0,0,0,288,0,NA,NA,NA,0,9,2009,WD,Normal,150500.0,11.921718363171067,4.110873864173311,9.082507000466299,6.946975992135418,6.946975992135418,0,0,0,0,0,0,0,0,1,1,1,0,3985,2080.0,1716.0,2.0,288,2080.0,1716.0,288,10400.0,5200,2660.0,44000,18304000.0
1284,90,RL,94.0,9400,Pave,NA,Reg,Low,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,6,5,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0.0,912.0,912.0,GasA,TA,Y,SBrkr,912,912,0,1824,0.0,0.0,2,2,4,2,TA,8,Typ,0,NA,NA,1977.0,NA,0.0,0.0,NA,NA,Y,128,0,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,139000.0,11.842229212112828,4.543294782270004,9.148464968258095,6.815639990074331,7.508787170634276,1,0,0,0,0,0,0,0,0,0,1,1,3942,2736.0,1824.0,3.0,128,2736.0,1824.0,128,16416.0,10944,0.0,56400,25718400.0
1285,50,RL,50.0,9638,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,6,7,1919,1990,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,804.0,804.0,GasA,Ex,Y,SBrkr,1699,748,0,2447,0.0,0.0,2,0,4,1,Gd,10,Min2,1,Gd,Detchd,1969.0,Unf,1.0,336.0,TA,TA,Y,272,0,42,0,116,0,NA,NA,NA,0,3,2010,WD,Normal,169000.0,12.037653993905211,3.912023005428146,9.173468897200278,7.4377951216719325,7.802618063442671,1,0,0,1,1,0,0,0,1,1,1,1,3909,3251.0,2447.0,2.0,430,3251.0,2447.0,430,19506.0,14682,0.0,57828,31333138.0
1286,50,RM,50.0,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,Ex,Y,FuseF,825,587,0,1412,0.0,0.0,1,0,4,1,TA,6,Typ,1,Gd,Detchd,1939.0,Unf,1.0,280.0,TA,TA,Y,45,0,0,0,0,0,NA,NA,NA,0,5,2009,WD,Normal,132500.0,11.794337924408413,3.912023005428146,8.699514748210191,6.715383386334681,7.252762418053187,1,0,0,0,1,0,0,0,0,0,1,1,3889,2192.0,1412.0,1.0,45,2192.0,1412.0,45,13152.0,8472,0.0,36000,13152000.0
1287,20,RL,72.29460926829077,9790,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,451.0,TA,TA,CBlock,TA,TA,No,ALQ,569.0,Rec,81.0,678.0,1328.0,GasA,TA,Y,SBrkr,1328,0,0,1328,1.0,0.0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1963.0,Unf,2.0,528.0,TA,TA,Y,0,26,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,143000.0,11.870599909242044,4.280749565780385,9.189116735524555,7.191429330036379,7.191429330036379,0,0,0,0,1,0,1,0,0,1,1,0,3926,2656.0,1978.0,2.5,26,2656.0,1978.0,26,15936.0,7968,3414.0,58740,26002240.0
